OC(c1ccc(C=C)cc1)(CCCCC)C,364
C(c1c(C)cc(OC)cc1)=C,358
c1ccccc1Oc1ccc(C=C)cc1,373
c1(-c2ccc(OC(C=C)=O)cc2)ccccc1,383
O(CCCC)C(C=C)=O,219
C=CC(OC(CC)C)=O,250
c1(OC(=O)C=C)c(C(C)(C)C)cccc1,345
O=C(C=C)Oc1ccc(C(C)(C)C)cc1,344
c1(C#N)ccc(OC(=O)C=C)cc1,317
C(C(COC(C=C)=O)C)#N,324
N#CCCOC(=O)C=C,277
O(C(C#N)C)C(=O)C=C,339
C(CCCCC)CCCCCCOC(=O)C(=C)C,270
O=C(Oc1ccccc1C(=O)OCC)C=C,303
C(=O)(Oc1cc(C(=O)OCC)ccc1)C=C,297
C=CC(OCCCOCC)=O,218
C=CC(=O)OCC,249
O=C(OF)C=C,288
C(F)(F)(C(F)(F)C(F)(F)C(OC(=O)C=C)(F)F)F,243
FC(F)(F)C(=O)C(F)(F)C(F)(COC(=O)C=C)F,218
C(CCCC(OC(=O)C=C)C)C,235
C=CC(=O)OCCCCCC,308
CCCCCCOC(C=C)=O,216
CC(C)COC(C=C)=O,249
C(OC(=O)C=C)C(C)OC,217
c1c(C(=O)OC)cccc1OC(=O)C=C,311
O(c1ccc(OC(=O)C=C)cc1)C,324
C(CCOC)c1ccc(OC(C=C)=O)cc1,198
CC(CC)COC(=O)C=C,241
C=CC(OCC(CCC)C)=O,235
C(C(C(F)(COC(C=C)=O)F)(F)F)(=O)C(F)(F)C(F)(F)F,224
C(OC(=O)C=C)C(F)(C(F)(C(F)(F)C(F)(F)F)F)F,236
C(F)(C(F)(F)COC(=O)C=C)(F)F,247
C(C)C(OC(=O)C=C)CC,267
O(C(=O)C=C)CCC,236
C(CCCCCCCCCCCCC)OC(C=C)=O,297
C(COC(=O)C=C)C(C(C(F)F)(F)F)=O,251
c1c(OC(=O)C=C)cccc1C,298
C(Oc1c(C)cccc1)(=O)C=C,325
C=CC(OCC(F)(F)F)=O,263
C(CC(=O)CCOC(=O)C=C)(F)(F)F,235
FC(F)(C(C(C(F)(F)F)(F)F)(F)F)C(=O)C(F)(C(F)(COC(C=C)=O)F)F,205
FC(C(F)(F)C(F)(C(C(COC(=O)C=C)(F)F)(F)F)F)(F)F,234
C(C(Oc1ccc(C(OCCCC)=O)cc1)=O)=C,286
c1cc(Cl)cc(Cl)c1OC(=O)C=C,333
N#CCCCOC(C=C)=O,233
C(CC(=O)CCOC(C=C)=O)#N,250
c1(N(C)C)cccc(OC(=O)C=C)c1,320
O(CCOC(C=C)=O)CC,223
C(CC)(COC(C=C)=O)CC,223
O=C(OCCC(CC(F)(F)C(C(F)(F)F)(F)F)=O)C=C,228
C(OC(=O)C=C)CCCCCC,213
C=CC(OCC(F)(F)C(F)C(F)(F)F)=O,251
C=CC(OC(C)C)=O,270
c1(C(OC)=O)ccccc1OC(=O)C=C,319
C(CCCCOC(=O)C=C)CCCC,215
CC(C(=O)Oc1ccccc1)=C,330
O=C(CCOC(=O)C=C)CCC(=O)C(F)(C(F)F)F,233
Cc1ccc(OC(C=C)=O)cc1,316
C(CCCC(COC(C=C)=O)C#N)C,389
c1ccccc1C(c1ccc(C=C)cc1)=O,371
c1cc(C(=O)OCCCC)c(C=C)cc1,339
c1cc(C(=O)OCCCC)ccc1C=C,349
CC(C)(C)c1ccc(C)c(C=C)c1,360
c1(C(CCC)C)ccc(C=C)cc1,359
C=Cc1ccc(C(CCC)=O)cc1,347
c1(C(N(CC)CC)=O)ccc(C=C)cc1,375
O(CC)C(=O)c1ccc(C=C)cc1,367
c1cc(C=C)c(CCOC)cc1,347
c1(C=C)c(C(=O)OCCCCCC)cccc1,318
C(CCC)CCOC(=O)c1ccc(C=C)cc1,339
C(OCC(O)CC)c1ccc(C=C)cc1,319
c1c(C/C(c2ccc(C=C)cc2)=N\O)cccc1,384
C(OC(c1ccc(C=C)cc1)=O)C(C)C,363
C=Cc1ccccc1C(OCC(C)(C)C)=O,341
CC(C)(COCc1c(C=C)cccc1)C,351
O(C(=O)c1ccc(C=C)cc1)C(C)C,368
c1cccc(COC(C)C)c1C=C,361
c1c(C=C)ccc(C(=O)CCCCCCC)c1,323
C(c1ccc(C(=O)Cc2ccccc2)cc1)=C,351
c1c(C=C)ccc(C(=O)OCCC)c1,365
C=Cc1ccc(OCCC)cc1,343
c1cc(-c2ccc(C)cc2)ccc1C=C,372
C(c1ccc(C=C)cc1)c1ccc(OC)cc1,376
c1c(C=C)ccc(C(C)(CCCCC)O)c1,364
C=Cc1ccc(OC)cc1C,358
O(c1ccccc1C=C)C,348
C=Cc1ccc(Oc2ccccc2)cc1,373
c1ccccc1C=C,373
c1cc(F)ccc1C=C,376
Fc1ccc(F)c(C=C)c1,374
c1c(Cl)ccc(C=C)c1,398
C=CC(O)=O,374
FC(C(F)F)(F)COC(=O)C=C,249
CC(C)(OC(C=C)=O)C,311
C(CCCCCCCCCCCCCCCC)CCCCCCCCCOC(C=C)=O,311
C(CCCCCC)COC(=O)C=C,208
C=CC(=O)OCC(CC)CCCC,221
C=CC(OC1CCCCC1)=O,289
N#CCOC(C=C)=O,296
ClC(=C)C(OCC)=O,366
ClC(=C)C(OCCCC)=O,330
CC(C)(NC(=O)C=C)C,401
C(CC)CCCCCNC(=O)C=C,220
C(C(NC(C)C)=O)=C,403
C(C(O)=N)=C,438
C=CC#N,383
C(C(C)=C)#N,388
C=C(C#N)C(=O)OCCCC,374
CCCCCCOC(=O)C(=C)C#N,359
C=C(F)F,242
FC(=C(F)Cl)F,360
C(O)(c1ccc(C(O)=O)cc1)=O.C(CCO)O,327
C(=O)(CCC(=O)O)O.OCCCO,232
OC(=O)CCCCC(=O)O.OCCCO,215
OC(C(O)C)=O,332
CC1CC(=O)O1,276
C(O)CCCCCO.C(CCC(=O)O)(O)=O,220
OCCCCCCO.OC(CCCCCCCCC(=O)O)=O,213
O1C(=O)COC(=O)C1,312
O=C(c1ccc(C(O)=O)cc1)O.C(CO)O,344
OC(c1ccccc1C(=O)O)=O.OCCO,297
c1cc(C(O)=O)cc(C(O)=O)c1.OCCO,324
c1c(C(O)=O)ccc(C(O)=O)c1.C(O)C1CCC(CO)CC1,364
C1(=O)OCCCCC1,208
OCCO.C(C(O)=O)CC(=O)O,267
O=C(CCCCCCCCC(O)=O)O.C(O)CO,244
C(CCO)CO.c1(C(=O)O)ccc(C(O)=O)cc1,313
OC(CCCCCCCCC(O)=O)=O.C(CCO)CO,214
O=C(O)c1cc(C(O)=O)ccc1.C(O)CCCO,297
C(CO)CCO.OC(=O)CCCCC(O)=O,202
Oc1ccc(C(c2ccc(O)cc2)(C)C)cc1.c1c(C(O)=O)cc(C(=O)O)cc1,462
ClCC1(CCl)COC1,272
C1CCO1,197
C1OCCC1,189
CC1CO1,200
O1CCOC1,209
C1(COCCCCCC)CO1,189
C1CCCCOC1,204
C1CO1,225
C1OC1CCl,252
CCCCOCC1OC1,194
O=C,211
c1cc(S(=O)(c2ccc(Cl)cc2)=O)ccc1Cl.c1(C(C)(C)c2ccc(O)cc2)ccc(O)cc1,459
c1(O)ccc(-c2ccc(O)cc2)cc1.c1cc(S(=O)(=O)c2ccc(Cl)cc2)ccc1Cl,482
c1c(O)ccc(S(=O)(c2ccc(O)cc2)=O)c1.Clc1ccc(S(c2ccc(Cl)cc2)(=O)=O)cc1,489
c1c(S(=O)(c2ccc(Cl)cc2)=O)ccc(Cl)c1.Oc1ccc(O)cc1,479
CC=C.[C-]#[O+],312
c1c(Oc2ccccc2)cccc1.c1cc(C(Cl)=O)ccc1C(=O)Cl,437
C(C=C)=C,268
C(=C)C=CCC,197
C(=CC=C)C,204
C1C=CCC1,178
NCCCCCCCCCN.C(c1ccc(C(Cl)=O)cc1)(Cl)=O,394
ClC(c1cc(C(=O)Cl)ccc1)=O.c1cc(N)cc(N)c1,537
ClC(=O)c1ccc(C(Cl)=O)cc1.c1c(N)ccc(N)c1,600
C(CCCCN)CCCCCN.C(CCCCC(O)=O)CCCC(O)=O,323
C(CCC(O)=O)CCCCCCCC(=O)O.C(CCN)CCCN,319
C(C(=O)O)CCCCCCCC(O)=O.C(CCCCN)CN,323
C(CCC(=O)O)CCCCC(=O)O.C(CCCCN)CN,332
C(CCC(O)=O)CC(=O)O.C(CCCCN)CN,324
O=C(O)CCCCCCCCCCCN,313
C(CCC(O)=O)CCCCCCN,315
N1C(=O)CCCCC1,324
C1NC(=O)C1,384
C1OC1COC,211
C=C.[C-]#[O+],291
C=Cc1ccc(CCOC)cc1,359
c1(-c2ccccc2)ccc(OC(=O)C=C)cc1,383
C(OC(C=C)=O)CCOCC,218
O=C(OCC(C)C)C=C,249
C(F)(F)(C(C(C(F)(F)COC(=O)C=C)(F)F)=O)C(F)(F)F,224
FC(F)(F)C(F)(C(C(F)(C(=O)C(C(F)(F)COC(=O)C=C)(F)F)F)(F)F)F,205
Clc1cc(Cl)c(OC(C=C)=O)cc1,333
CC(C)OC(C=C)=O,270
C(Cc1ccc(C=C)cc1)OC,359
c1cc(C=C)ccc1C(=O)OC(C)C,368
c1cc(C=C)ccc1Cc1ccc(OC)cc1,376
c1cc(COC(C=C)=O)ccc1,279
O=C(C=C)OCC(C)C(CC)C,258
C(=C)C(=O)OCCC(C)C,228
c1cc(CCOC(=O)C(=C)C)ccc1,270
O=C(c1ccc(OC(C=C)=O)cc1)OCC,310
c1cc(C=C)ccc1COC,350
c1(Br)ccc(C=C)cc1,411
C(NC(C=C)=O)(CC)C,390
C(CCCC)CCCOC(C(=C)C#N)=O,322
C(CO)O.C(O)(=O)c1ccc2cc(C(O)=O)ccc2c1,392
C(CCO)CO.C(CC(O)=O)C(=O)O,237
FC(C(C(F)(F)F)(OC(C=C)=O)F)(F)F,283
C(C)COC(C(=C)Cl)=O,344
CCCCOC(=O)C=C,219
C=CC(=O)OCC(C)C#N,324
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,243
C=CC(=O)Oc2ccc1ccccc1c2,358
C=CC(=O)OCC(F)(F)C(F)(F)F,247
C=CC(=O)OCCOCC,223
COC(=O)C=C,283
C=Cc1ccc(C(=O)OCC)cc1,367
